round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
828,0.0021539328154176474,0.0021539328154176474,0.022906387224793434,0.0014689863892272115,0.0014689863892272115,0.01955275610089302,100,relu,100,relu,256,200,20,nadam,1e-05
812,0.002137937117367983,0.002137937117367983,0.023001858964562416,0.0015503020258620381,0.0015503020258620381,0.019772198051214218,50,relu,64,relu,256,200,20,nadam,0.0001
816,0.002134602051228285,0.002134602051228285,0.022957410663366318,0.0015224951785057783,0.0015224951785057783,0.019635789096355438,75,relu,100,relu,256,200,20,nadam,0.001
1000,0.0021345445420593023,0.0021345445420593023,0.022853389382362366,0.0014687241055071354,0.0014687241055071354,0.01956365816295147,100,relu,32,relu,256,200,20,nadam,1e-05
141,0.0021693953312933445,0.0021693953312933445,0.023171186447143555,0.001453534932807088,0.001453534932807088,0.019701438024640083,100,relu,32,relu,256,200,20,rmsprop,0.0001
1000,0.0021375117357820272,0.0021375117357820272,0.022909142076969147,0.0015136380679905415,0.0015136380679905415,0.01956486888229847,50,relu,100,relu,256,200,20,adam,1e-05
708,0.002111743437126279,0.002111743437126279,0.022723522037267685,0.0014356205938383937,0.0014356205938383937,0.019547266885638237,75,relu,32,relu,256,200,20,adam,0.0001
979,0.0021251484286040068,0.0021251484286040068,0.022796103730797768,0.001397577696479857,0.001397577696479857,0.019487936049699783,50,relu,64,relu,256,200,20,adam,0.001
147,0.0021773495245724916,0.0021773495245724916,0.02324606291949749,0.0014838005881756544,0.0014838005881756544,0.019733013585209846,50,relu,100,relu,256,200,20,rmsprop,1e-05
933,0.002104324521496892,0.002104324521496892,0.02276586927473545,0.0014164693420752883,0.0014164693420752883,0.01940593495965004,75,relu,16,relu,256,200,20,adam,0.0001
1000,0.0021341643296182156,0.0021341643296182156,0.022830039262771606,0.0013985757250338793,0.0013985757250338793,0.019656477496027946,100,relu,64,relu,256,200,20,rmsprop,0.0001
162,0.002235359512269497,0.002235359512269497,0.023836644366383553,0.001658779801800847,0.001658779801800847,0.02024345099925995,50,relu,16,relu,256,200,20,nadam,0.001
607,0.002147764666005969,0.002147764666005969,0.022970959544181824,0.0015201019123196602,0.0015201019123196602,0.019629711285233498,50,relu,100,relu,256,200,20,nadam,1e-05
799,0.0021580993197858334,0.0021580993197858334,0.02312062494456768,0.001574528287164867,0.001574528287164867,0.019874949008226395,75,relu,64,relu,256,200,20,rmsprop,0.001
348,0.002179979346692562,0.002179979346692562,0.023354819044470787,0.001531642978079617,0.001531642978079617,0.019890548661351204,100,relu,16,relu,256,200,20,nadam,0.001
985,0.0021482158917933702,0.0021482158917933702,0.02305930107831955,0.0014156155521050096,0.0014156155521050096,0.019572900608181953,100,relu,64,relu,256,200,20,rmsprop,1e-05
798,0.0021317906212061644,0.0021317906212061644,0.022930072620511055,0.001598941977135837,0.001598941977135837,0.019924292340874672,75,relu,32,relu,256,200,20,rmsprop,0.0001
721,0.00214536115527153,0.00214536115527153,0.023021137341856956,0.0014795310562476516,0.0014795310562476516,0.01962054893374443,100,relu,100,relu,256,200,20,rmsprop,0.001
205,0.002209701109677553,0.002209701109677553,0.02362198196351528,0.0016256575472652912,0.0016256575472652912,0.020101388916373253,100,relu,32,relu,256,200,20,adam,0.0001
146,0.0021867055911570787,0.0021867055911570787,0.023299958556890488,0.0015014641685411334,0.0015014641685411334,0.01979236863553524,75,relu,16,relu,256,200,20,rmsprop,0.001
817,0.002145172096788883,0.002145172096788883,0.022922929376363754,0.0014815994072705507,0.0014815994072705507,0.019598044455051422,100,relu,16,relu,256,200,20,rmsprop,1e-05
844,0.002110389992594719,0.002110389992594719,0.02280276082456112,0.0015212137950584292,0.0015212137950584292,0.01963503472507,100,relu,100,relu,256,200,20,adam,1e-05
135,0.0021831970661878586,0.0021831970661878586,0.023368194699287415,0.001564179197885096,0.001564179197885096,0.01990971900522709,100,relu,100,relu,256,200,20,nadam,0.001
